"X" "pokedex_number" "name" "german_name" "japanese_name" "generation" "status" "species" "type_number" "type_1" "height_m" "weight_kg" "abilities_number" "ability_1" "total_points" "hp" "attack" "defense" "sp_attack" "sp_defense" "speed" "catch_rate" "growth_rate" "egg_type_number" "egg_type_1" "egg_cycles" "against_normal" "against_fire" "against_water" "against_electric" "against_grass" "against_ice" "against_fight" "against_poison" "against_ground" "against_flying" "against_psychic" "against_bug" "against_rock" "against_ghost" "against_dragon" "against_dark" "against_steel" "against_fairy" "nb" "nb1"
"510" 607 510 "Liepard" "Kleoparda" "<U+30EC><U+30D1><U+30EB><U+30C0><U+30B9> (Lepardas)" 5 "Normal" "Cruel Pokémon" 1 "Dark" 1.1 37.5 3 "Limber" 446 64 88 50 88 50 106 90 "Medium Fast" 1 "Field" 20 1 1 1 1 1 1 2 1 1 1 0 2 1 0.5 1 0.5 1 2 2 0
"511" 608 511 "Pansage" "Vegimak" "<U+30E4><U+30CA><U+30C3><U+30D7> (Yanappu)" 5 "Normal" "Grass Monkey Pokémon" 1 "Grass" 0.6 10.5 2 "Gluttony" 316 50 53 48 53 48 64 190 "Medium Fast" 1 "Field" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 3 0
"512" 609 512 "Simisage" "Vegichita" "<U+30E4><U+30CA><U+30C3><U+30AD><U+30FC> (Yanakkie)" 5 "Normal" "Thorn Monkey Pokémon" 1 "Grass" 1.1 30.5 2 "Gluttony" 498 75 98 63 98 63 101 75 "Medium Fast" 1 "Field" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 3 0
"513" 610 513 "Pansear" "Grillmak" "<U+30D0><U+30AA><U+30C3><U+30D7> (Baoppu)" 5 "Normal" "High Temp Pokémon" 1 "Fire" 0.6 11 2 "Gluttony" 316 50 53 48 53 48 64 190 "Medium Fast" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"514" 611 514 "Simisear" "Grillchita" "<U+30D0><U+30AA><U+30C3><U+30AD><U+30FC> (Baokkie)" 5 "Normal" "Ember Pokémon" 1 "Fire" 1 28 2 "Gluttony" 498 75 98 63 98 63 101 75 "Medium Fast" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"515" 612 515 "Panpour" "Sodamak" "<U+30D2><U+30E4><U+30C3><U+30D7> (Hiyappu)" 5 "Normal" "Spray Pokémon" 1 "Water" 0.6 13.5 2 "Gluttony" 316 50 53 48 53 48 64 190 "Medium Fast" 1 "Field" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"516" 613 516 "Simipour" "Sodachita" "<U+30D2><U+30E4><U+30C3><U+30AD><U+30FC> (Hiyakkie)" 5 "Normal" "Geyser Pokémon" 1 "Water" 1 29 2 "Gluttony" 498 75 98 63 98 63 101 75 "Medium Fast" 1 "Field" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 3 0
"517" 614 517 "Munna" "Somniam" "<U+30E0><U+30F3><U+30CA> (Munna)" 5 "Normal" "Dream Eater Pokémon" 1 "Psychic" 0.6 23.3 3 "Forewarn" 292 76 25 45 67 55 24 190 "Fast" 1 "Field" 10 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"518" 615 518 "Musharna" "Somnivora" "<U+30E0><U+30B7><U+30E3><U+30FC><U+30CA> (Musharna)" 5 "Normal" "Drowsing Pokémon" 1 "Psychic" 1.1 60.5 3 "Forewarn" 487 116 55 85 107 95 29 75 "Fast" 1 "Field" 10 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"519" 616 519 "Pidove" "Dusselgurr" "<U+30DE><U+30E1><U+30D1><U+30C8> (Mamepato)" 5 "Normal" "Tiny Pigeon Pokémon" 2 "Normal" 0.3 2.1 3 "Big Pecks" 264 50 55 50 36 30 43 255 "Medium Slow" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"520" 617 520 "Tranquill" "Navitaub" "<U+30CF><U+30C8><U+30FC><U+30DC><U+30FC> (Hatoboh)" 5 "Normal" "Wild Pigeon Pokémon" 2 "Normal" 0.6 15 3 "Big Pecks" 358 62 77 62 50 42 65 120 "Medium Slow" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"521" 618 521 "Unfezant" "Fasasnob" "<U+30B1><U+30F3><U+30DB><U+30ED><U+30A6> (Kenhallow)" 5 "Normal" "Proud Pokémon" 2 "Normal" 1.2 29 3 "Big Pecks" 488 80 115 80 65 55 93 45 "Medium Slow" 1 "Flying" 15 1 1 1 2 0.5 2 1 1 0 1 1 0.5 2 0 1 1 1 1 1 0
"522" 619 522 "Blitzle" "Elezeba" "<U+30B7><U+30DE><U+30DE> (Shimama)" 5 "Normal" "Electrified Pokémon" 1 "Electric" 0.8 29.8 3 "Lightning Rod" 295 45 60 32 50 32 76 190 "Medium Fast" 1 "Field" 20 1 1 1 0 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 2 0
"523" 620 523 "Zebstrika" "Zebritz" "<U+30BC><U+30D6><U+30E9><U+30A4><U+30AB> (Zebraika)" 5 "Normal" "Thunderbolt Pokémon" 1 "Electric" 1.6 79.5 3 "Lightning Rod" 497 75 100 63 80 63 116 75 "Medium Fast" 1 "Field" 20 1 1 1 0 1 1 1 1 2 0.5 1 1 1 1 1 1 0.5 1 2 0
"524" 621 524 "Roggenrola" "Kiesling" "<U+30C0><U+30F3><U+30B4><U+30ED> (Dangoro)" 5 "Normal" "Mantle Pokémon" 1 "Rock" 0.4 18 3 "Sturdy" 280 55 75 85 25 25 15 255 "Medium Slow" 1 "Mineral" 15 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"525" 622 525 "Boldore" "Sedimantur" "<U+30AC><U+30F3><U+30C8><U+30EB> (Gantle)" 5 "Normal" "Ore Pokémon" 1 "Rock" 0.9 102 3 "Sturdy" 390 70 105 105 50 40 20 120 "Medium Slow" 1 "Mineral" 15 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"526" 623 526 "Gigalith" "Brockoloss" "<U+30AE><U+30AC><U+30A4><U+30A2><U+30B9> (Gigaiath)" 5 "Normal" "Compressed Pokémon" 1 "Rock" 1.7 260 3 "Sturdy" 515 85 135 130 60 80 25 45 "Medium Slow" 1 "Mineral" 15 0.5 0.5 2 1 2 1 2 0.5 2 0.5 1 1 1 1 1 1 2 1 2 0
"527" 624 527 "Woobat" "Fleknoil" "<U+30B3><U+30ED><U+30E2><U+30EA> (Koromori)" 5 "Normal" "Bat Pokémon" 2 "Psychic" 0.4 2.1 3 "Unaware" 323 65 45 43 55 43 72 190 "Medium Fast" 2 "Field" 15 1 1 1 2 0.5 2 0.25 1 0 1 0.5 1 2 2 1 2 1 1 0 0
"528" 625 528 "Swoobat" "Fletiamo" "<U+30B3><U+30B3><U+30ED><U+30E2><U+30EA> (Kokoromori)" 5 "Normal" "Courting Pokémon" 2 "Psychic" 0.9 10.5 3 "Unaware" 425 67 57 55 77 55 114 45 "Medium Fast" 2 "Field" 15 1 1 1 2 0.5 2 0.25 1 0 1 0.5 1 2 2 1 2 1 1 0 0
"529" 626 529 "Drilbur" "Rotomurf" "<U+30E2><U+30B0><U+30EA><U+30E5><U+30FC> (Mogurew)" 5 "Normal" "Mole Pokémon" 1 "Ground" 0.3 8.5 3 "Sand Rush" 328 60 85 40 30 45 68 120 "Medium Fast" 1 "Field" 20 1 1 2 0 2 2 1 0.5 1 1 1 1 0.5 1 1 1 1 1 2 0
"530" 627 530 "Excadrill" "Stalobor" "<U+30C9><U+30EA><U+30E5><U+30A6><U+30BA> (Doryuzu)" 5 "Normal" "Subterrene Pokémon" 2 "Ground" 0.7 40.4 3 "Sand Rush" 508 110 135 60 50 65 88 60 "Medium Fast" 1 "Field" 20 0.5 2 2 0 1 1 2 0 2 0.5 0.5 0.5 0.25 1 0.5 1 0.5 0.5 1 0
"531" 628 531 "Audino" "Ohrdoch" "<U+30BF><U+30D6><U+30F3><U+30CD> (Tabunne)" 5 "Normal" "Hearing Pokémon" 1 "Normal" 1.1 31 3 "Healer" 445 103 60 86 60 86 50 255 "Fast" 1 "Fairy" 20 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"532" 630 532 "Timburr" "Praktibalk" "<U+30C9><U+30C3><U+30B3><U+30E9><U+30FC> (Dokkorer)" 5 "Normal" "Muscular Pokémon" 1 "Fighting" 0.6 12.5 3 "Guts" 305 75 80 55 25 35 35 180 "Medium Slow" 1 "Human-Like" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"533" 631 533 "Gurdurr" "Strepoli" "<U+30C9><U+30C6><U+30C3><U+30B3><U+30C4> (Dotekkotsu)" 5 "Normal" "Muscular Pokémon" 1 "Fighting" 1.2 40 3 "Guts" 405 85 105 85 40 50 40 90 "Medium Slow" 1 "Human-Like" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"534" 632 534 "Conkeldurr" "Meistagrif" "<U+30ED><U+30FC><U+30D6><U+30B7><U+30F3> (Roubushin)" 5 "Normal" "Muscular Pokémon" 1 "Fighting" 1.4 87 3 "Guts" 505 105 140 95 55 65 45 45 "Medium Slow" 1 "Human-Like" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"535" 633 535 "Tympole" "Schallquap" "<U+30AA><U+30BF><U+30DE><U+30ED> (Otamaro)" 5 "Normal" "Tadpole Pokémon" 1 "Water" 0.5 4.5 3 "Swift Swim" 294 50 50 40 50 40 64 255 "Medium Slow" 1 "Water 1" 20 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"536" 634 536 "Palpitoad" "Mebrana" "<U+30AC><U+30DE><U+30AC><U+30EB> (Gamagaru)" 5 "Normal" "Vibration Pokémon" 2 "Water" 0.8 17 3 "Swift Swim" 384 75 65 55 65 55 69 120 "Medium Slow" 1 "Water 1" 20 1 0.5 1 0 4 1 1 0.5 1 1 1 1 0.5 1 1 1 0.5 1 1 0
"537" 635 537 "Seismitoad" "Branawarz" "<U+30AC><U+30DE><U+30B2><U+30ED><U+30B2> (Gamageroge)" 5 "Normal" "Vibration Pokémon" 2 "Water" 1.5 62 3 "Swift Swim" 509 105 95 75 85 75 74 45 "Medium Slow" 1 "Water 1" 20 1 0.5 1 0 4 1 1 0.5 1 1 1 1 0.5 1 1 1 0.5 1 1 0
"538" 636 538 "Throh" "Jiutesto" "<U+30CA><U+30B2><U+30AD> (Nageki)" 5 "Normal" "Judo Pokémon" 1 "Fighting" 1.3 55.5 3 "Guts" 465 120 100 85 30 85 45 45 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"539" 637 539 "Sawk" "Karadonis" "<U+30C0><U+30B2><U+30AD> (Dageki)" 5 "Normal" "Karate Pokémon" 1 "Fighting" 1.4 51 3 "Sturdy" 465 75 125 75 30 75 85 45 "Medium Fast" 1 "Human-Like" 20 1 1 1 1 1 1 1 1 1 2 2 0.5 0.5 1 1 0.5 1 2 2 0
"540" 638 540 "Sewaddle" "Strawickl" "<U+30AF><U+30EB><U+30DF><U+30EB> (Kurumiru)" 5 "Normal" "Sewing Pokémon" 2 "Bug" 0.3 2.5 3 "Swarm" 310 45 53 70 40 60 42 255 "Medium Slow" 1 "Bug" 15 1 4 0.5 0.5 0.25 2 0.5 2 0.25 4 1 2 2 1 1 1 1 1 1 0
"541" 639 541 "Swadloon" "Folikon" "<U+30AF><U+30EB><U+30DE><U+30E6> (Kurumayu)" 5 "Normal" "Leaf-Wrapped Pokémon" 2 "Bug" 0.5 7.3 3 "Leaf Guard" 380 55 63 90 50 80 42 120 "Medium Slow" 1 "Bug" 15 1 4 0.5 0.5 0.25 2 0.5 2 0.25 4 1 2 2 1 1 1 1 1 1 0
"542" 640 542 "Leavanny" "Matrifol" "<U+30CF><U+30CF><U+30B3><U+30E2><U+30EA> (Hahakomori)" 5 "Normal" "Nurturing Pokémon" 2 "Bug" 1.2 20.5 3 "Swarm" 500 75 103 80 70 80 92 45 "Medium Slow" 1 "Bug" 15 1 4 0.5 0.5 0.25 2 0.5 2 0.25 4 1 2 2 1 1 1 1 1 1 0
"543" 641 543 "Venipede" "Toxiped" "<U+30D5><U+30B7><U+30C7> (Fushide)" 5 "Normal" "Centipede Pokémon" 2 "Bug" 0.4 5.3 3 "Poison Point" 260 30 45 59 30 39 57 255 "Medium Slow" 1 "Bug" 15 1 2 1 1 0.25 1 0.25 0.5 1 2 2 0.5 2 1 1 1 1 0.5 1 0
"544" 642 544 "Whirlipede" "Rollum" "<U+30DB><U+30A4><U+30FC><U+30AC> (Wheega)" 5 "Normal" "Curlipede Pokémon" 2 "Bug" 1.2 58.5 3 "Poison Point" 360 40 55 99 40 79 47 120 "Medium Slow" 1 "Bug" 15 1 2 1 1 0.25 1 0.25 0.5 1 2 2 0.5 2 1 1 1 1 0.5 1 0
"545" 643 545 "Scolipede" "Cerapendra" "<U+30DA><U+30F3><U+30C9><U+30E9><U+30FC> (Pendror)" 5 "Normal" "Megapede Pokémon" 2 "Bug" 2.5 200.5 3 "Poison Point" 485 60 100 89 55 69 112 45 "Medium Slow" 1 "Bug" 20 1 2 1 1 0.25 1 0.25 0.5 1 2 2 0.5 2 1 1 1 1 0.5 1 0
"546" 644 546 "Cottonee" "Waumboll" "<U+30E2><U+30F3><U+30E1><U+30F3> (Monmen)" 5 "Normal" "Cotton Puff Pokémon" 2 "Grass" 0.3 0.6 3 "Prankster" 280 40 27 60 37 50 66 190 "Medium Fast" 2 "Fairy" 20 1 2 0.5 0.5 0.5 2 0.5 4 0.5 2 1 1 1 1 0 0.5 2 1 0 0
"547" 645 547 "Whimsicott" "Elfun" "<U+30A8><U+30EB><U+30D5><U+30FC><U+30F3> (Elfuun)" 5 "Normal" "Windveiled Pokémon" 2 "Grass" 0.7 6.6 3 "Prankster" 480 60 67 85 77 75 116 75 "Medium Fast" 2 "Fairy" 20 1 2 0.5 0.5 0.5 2 0.5 4 0.5 2 1 1 1 1 0 0.5 2 1 0 0
"548" 646 548 "Petilil" "Lilminip" "<U+30C1><U+30E5><U+30EA><U+30CD> (Churine)" 5 "Normal" "Bulb Pokémon" 1 "Grass" 0.5 6.6 3 "Chlorophyll" 280 45 35 50 70 50 30 190 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"549" 647 549 "Lilligant" "Dressella" "<U+30C9><U+30EC><U+30C7><U+30A3><U+30A2> (Dredear)" 5 "Normal" "Flowering Pokémon" 1 "Grass" 1.1 16.3 3 "Chlorophyll" 480 70 60 75 110 75 90 75 "Medium Fast" 1 "Grass" 20 1 2 0.5 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"550" 648 550 "Basculin Red-Striped Form" "Barschuft" "<U+30D0><U+30B9><U+30E9><U+30AA> (Bassrao)" 5 "Normal" "Hostile Pokémon" 1 "Water" 1 18 3 "Reckless" 460 70 92 65 80 55 98 25 "Medium Fast" 1 "Water 2" 40 1 0.5 0.5 2 2 0.5 1 1 1 1 1 1 1 1 1 1 0.5 1 2 0
"551" 650 551 "Sandile" "Ganovil" "<U+30E1><U+30B0><U+30ED><U+30B3> (Meguroco)" 5 "Normal" "Desert Croc Pokémon" 2 "Ground" 0.7 15.2 3 "Intimidate" 292 50 72 35 35 35 65 180 "Medium Slow" 1 "Field" 20 1 1 2 0 2 2 2 0.5 1 1 0 2 0.5 0.5 1 0.5 1 2 1 0
"552" 651 552 "Krokorok" "Rokkaiman" "<U+30EF><U+30EB><U+30D3><U+30EB> (Waruvile)" 5 "Normal" "Desert Croc Pokémon" 2 "Ground" 1 33.4 3 "Intimidate" 351 60 82 45 45 45 74 90 "Medium Slow" 1 "Field" 20 1 1 2 0 2 2 2 0.5 1 1 0 2 0.5 0.5 1 0.5 1 2 1 0
"553" 652 553 "Krookodile" "Rabigator" "<U+30EF><U+30EB><U+30D3><U+30A2><U+30EB> (Waruvial)" 5 "Normal" "Intimidation Pokémon" 2 "Ground" 1.5 96.3 3 "Intimidate" 519 95 117 80 65 70 92 45 "Medium Slow" 1 "Field" 20 1 1 2 0 2 2 2 0.5 1 1 0 2 0.5 0.5 1 0.5 1 2 1 0
"554" 653 554 "Darumaka" "Flampion" "<U+30C0><U+30EB><U+30DE><U+30C3><U+30AB> (Darumakka)" 5 "Normal" "Zen Charm Pokémon" 1 "Fire" 0.6 37.5 2 "Hustle" 315 70 90 45 15 45 50 120 "Medium Slow" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"555" 655 555 "Darmanitan Standard Mode" "Flampivian" "<U+30D2><U+30D2><U+30C0><U+30EB><U+30DE> (Hihidaruma)" 5 "Normal" "Blazing Pokémon" 1 "Fire" 1.3 92.9 2 "Sheer Force" 480 105 140 55 30 55 95 60 "Medium Slow" 1 "Field" 20 1 0.5 2 1 0.5 0.5 1 1 2 1 1 0.5 2 1 1 1 0.5 0.5 3 0
"556" 659 556 "Maractus" "Maracamba" "<U+30DE><U+30E9><U+30AB><U+30C3><U+30C1> (Maracacchi)" 5 "Normal" "Cactus Pokémon" 1 "Grass" 1 28 3 "Water Absorb" 461 75 86 67 106 67 60 255 "Medium Fast" 1 "Grass" 20 1 2 0 0.5 0.5 2 1 2 0.5 2 1 2 1 1 1 1 1 1 2 0
"557" 660 557 "Dwebble" "Lithomith" "<U+30A4><U+30B7><U+30BA><U+30DE><U+30A4> (Ishizumai)" 5 "Normal" "Rock Inn Pokémon" 2 "Bug" 0.3 14.5 3 "Sturdy" 325 50 65 85 35 35 55 190 "Medium Fast" 2 "Bug" 20 0.5 1 2 1 1 1 1 0.5 1 1 1 1 2 1 1 1 2 1 0 0
"558" 661 558 "Crustle" "Castellith" "<U+30A4><U+30EF><U+30D1><U+30EC><U+30B9> (Iwapalace)" 5 "Normal" "Stone Home Pokémon" 2 "Bug" 1.4 200 3 "Sturdy" 485 70 105 125 65 75 45 75 "Medium Fast" 2 "Bug" 20 0.5 1 2 1 1 1 1 0.5 1 1 1 1 2 1 1 1 2 1 0 0
"559" 662 559 "Scraggy" "Zurrokex" "<U+30BA><U+30EB><U+30C3><U+30B0> (Zuruggu)" 5 "Normal" "Shedding Pokémon" 2 "Dark" 0.6 11.8 3 "Shed Skin" 348 50 75 70 35 70 48 180 "Medium Fast" 2 "Dragon" 15 1 1 1 1 1 1 2 1 1 2 0 1 0.5 0.5 1 0.25 1 4 0 0
"560" 663 560 "Scrafty" "Irokex" "<U+30BA><U+30EB><U+30BA><U+30AD><U+30F3> (Zuruzukin)" 5 "Normal" "Hoodlum Pokémon" 2 "Dark" 1.1 30 3 "Shed Skin" 488 65 90 115 45 115 58 90 "Medium Fast" 2 "Dragon" 15 1 1 1 1 1 1 2 1 1 2 0 1 0.5 0.5 1 0.25 1 4 0 0
"561" 664 561 "Sigilyph" "Symvolara" "<U+30B7><U+30F3><U+30DC><U+30E9><U+30FC> (Symboler)" 5 "Normal" "Avianoid Pokémon" 2 "Psychic" 1.4 14 3 "Wonder Skin" 490 72 58 80 103 80 97 45 "Medium Fast" 1 "Flying" 20 1 1 1 2 0.5 2 0.25 1 0 1 0.5 1 2 2 1 2 1 1 1 0
"562" 665 562 "Yamask" "Makabaja" "<U+30C7><U+30B9><U+30DE><U+30B9> (Desumasu)" 5 "Normal" "Spirit Pokémon" 1 "Ghost" 0.5 1.5 1 "Mummy" 303 38 30 85 55 65 30 190 "Medium Fast" 2 "Amorphous" 25 0 1 1 1 1 1 0 0.5 1 1 1 0.5 1 2 1 2 1 1 3 0
"563" 667 563 "Cofagrigus" "Echnatoll" "<U+30C7><U+30B9><U+30AB><U+30FC><U+30F3> (Desukarn)" 5 "Normal" "Coffin Pokémon" 1 "Ghost" 1.7 76.5 1 "Mummy" 483 58 50 145 95 105 30 90 "Medium Fast" 2 "Amorphous" 25 0 1 1 1 1 1 0 0.5 1 1 1 0.5 1 2 1 2 1 1 3 0
"564" 668 564 "Tirtouga" "Galapaflos" "<U+30D7><U+30ED><U+30C8><U+30FC><U+30AC> (Protoga)" 5 "Normal" "Prototurtle Pokémon" 2 "Water" 0.7 16.5 3 "Solid Rock" 355 54 78 103 53 45 22 45 "Medium Fast" 2 "Water 1" 30 0.5 0.25 1 1.5 3 0.5 1.5 0.5 1.5 0.5 1 1 1 1 1 1 1 1 0 0
"565" 669 565 "Carracosta" "Karippas" "<U+30A2><U+30D0><U+30B4><U+30FC><U+30E9> (Abagoura)" 5 "Normal" "Prototurtle Pokémon" 2 "Water" 1.2 81 3 "Solid Rock" 495 74 108 133 83 65 32 45 "Medium Fast" 2 "Water 1" 30 0.5 0.25 1 1.5 3 0.5 1.5 0.5 1.5 0.5 1 1 1 1 1 1 1 1 0 0
"566" 670 566 "Archen" "Flapteryx" "<U+30A2><U+30FC><U+30B1><U+30F3> (Archen)" 5 "Normal" "First Bird Pokémon" 2 "Rock" 0.5 9.5 1 "Defeatist" 401 55 112 45 74 45 70 45 "Medium Fast" 2 "Flying" 30 0.5 0.5 2 2 1 2 1 0.5 0 0.5 1 0.5 2 1 1 1 2 1 2 0
"567" 671 567 "Archeops" "Aeropteryx" "<U+30A2><U+30FC><U+30B1><U+30AA><U+30B9> (Archeos)" 5 "Normal" "First Bird Pokémon" 2 "Rock" 1.4 32 1 "Defeatist" 567 75 140 65 112 65 110 45 "Medium Fast" 2 "Flying" 30 0.5 0.5 2 2 1 2 1 0.5 0 0.5 1 0.5 2 1 1 1 2 1 2 0
"568" 672 568 "Trubbish" "Unratütox" "<U+30E4><U+30D6><U+30AF><U+30ED><U+30F3> (Yabukuron)" 5 "Normal" "Trash Bag Pokémon" 1 "Poison" 0.6 31 3 "Stench" 329 50 50 62 40 62 65 190 "Medium Fast" 1 "Mineral" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"569" 673 569 "Garbodor" "Deponitox" "<U+30C0><U+30B9><U+30C8><U+30C0><U+30B9> (Dustdas)" 5 "Normal" "Trash Heap Pokémon" 1 "Poison" 1.9 107.3 3 "Stench" 474 80 95 82 60 82 75 60 "Medium Fast" 1 "Mineral" 20 1 1 1 1 0.5 1 0.5 0.5 2 1 2 0.5 1 1 1 1 1 0.5 2 0
"570" 674 570 "Zorua" "Zorua" "<U+30BE><U+30ED><U+30A2> (Zorua)" 5 "Normal" "Tricky Fox Pokémon" 1 "Dark" 0.7 12.5 1 "Illusion" 330 40 65 40 80 40 65 75 "Medium Slow" 1 "Field" 25 1 1 1 1 1 1 2 1 1 1 0 2 1 0.5 1 0.5 1 2 4 0
"571" 675 571 "Zoroark" "Zoroark" "<U+30BE><U+30ED><U+30A2><U+30FC><U+30AF> (Zoroark)" 5 "Normal" "Illusion Fox Pokémon" 1 "Dark" 1.6 81.1 1 "Illusion" 510 60 105 60 120 60 105 45 "Medium Slow" 1 "Field" 20 1 1 1 1 1 1 2 1 1 1 0 2 1 0.5 1 0.5 1 2 4 0
"572" 676 572 "Minccino" "Picochilla" "<U+30C1><U+30E9><U+30FC><U+30DF><U+30A3> (Chillarmy)" 5 "Normal" "Chinchilla Pokémon" 1 "Normal" 0.4 5.8 3 "Cute Charm" 300 55 50 40 40 40 75 255 "Fast" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"573" 677 573 "Cinccino" "Chillabell" "<U+30C1><U+30E9><U+30C1><U+30FC><U+30CE> (Chillaccino)" 5 "Normal" "Scarf Pokémon" 1 "Normal" 0.5 7.5 3 "Cute Charm" 470 75 95 60 65 60 115 60 "Fast" 1 "Field" 15 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 2 0
"574" 678 574 "Gothita" "Mollimorba" "<U+30B4><U+30C1><U+30E0> (Gothimu)" 5 "Normal" "Fixation Pokémon" 1 "Psychic" 0.4 5.8 3 "Frisk" 290 45 30 50 55 65 45 200 "Medium Slow" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"575" 679 575 "Gothorita" "Hypnomorba" "<U+30B4><U+30C1><U+30DF><U+30EB> (Gothimiru)" 5 "Normal" "Manipulate Pokémon" 1 "Psychic" 0.7 18 3 "Frisk" 390 60 45 70 75 85 55 100 "Medium Slow" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"576" 680 576 "Gothitelle" "Morbitesse" "<U+30B4><U+30C1><U+30EB><U+30BC><U+30EB> (Gothiruselle)" 5 "Normal" "Astral Body Pokémon" 1 "Psychic" 1.5 44 3 "Frisk" 490 70 55 95 95 110 65 50 "Medium Slow" 1 "Human-Like" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"577" 681 577 "Solosis" "Monozyto" "<U+30E6><U+30CB><U+30E9><U+30F3> (Uniran)" 5 "Normal" "Cell Pokémon" 1 "Psychic" 0.3 1 3 "Overcoat" 290 45 30 40 105 50 20 200 "Medium Slow" 1 "Amorphous" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"578" 682 578 "Duosion" "Mitodos" "<U+30C0><U+30D6><U+30E9><U+30F3> (Doublan)" 5 "Normal" "Mitosis Pokémon" 1 "Psychic" 0.6 8 3 "Overcoat" 370 65 40 50 125 60 30 100 "Medium Slow" 1 "Amorphous" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"579" 683 579 "Reuniclus" "Zytomega" "<U+30E9><U+30F3><U+30AF><U+30EB><U+30B9> (Lanculus)" 5 "Normal" "Multiplying Pokémon" 1 "Psychic" 1 20.1 3 "Overcoat" 490 110 65 75 125 85 30 50 "Medium Slow" 1 "Amorphous" 20 1 1 1 1 1 1 0.5 1 1 1 0.5 2 1 2 1 2 1 1 2 0
"580" 684 580 "Ducklett" "Piccolente" "<U+30B3><U+30A2><U+30EB><U+30D2><U+30FC> (Koaruhie)" 5 "Normal" "Water Bird Pokémon" 2 "Water" 0.5 5.5 3 "Keen Eye" 305 62 44 50 44 50 55 190 "Medium Fast" 2 "Flying" 20 1 0.5 0.5 4 1 1 0.5 1 0 1 1 0.5 2 1 1 1 0.5 1 0 0
"581" 685 581 "Swanna" "Swaroness" "<U+30B9><U+30EF><U+30F3><U+30CA> (Swanna)" 5 "Normal" "White Bird Pokémon" 2 "Water" 1.3 24.2 3 "Keen Eye" 473 75 87 63 87 63 98 45 "Medium Fast" 2 "Flying" 20 1 0.5 0.5 4 1 1 0.5 1 0 1 1 0.5 2 1 1 1 0.5 1 0 0
"582" 686 582 "Vanillite" "Gelatini" "<U+30D0><U+30CB><U+30D7><U+30C3><U+30C1> (Vanipeti)" 5 "Normal" "Fresh Snow Pokémon" 1 "Ice" 0.4 5.7 3 "Ice Body" 305 36 50 50 65 60 44 255 "Slow" 1 "Mineral" 20 1 2 1 1 1 0.5 2 1 1 1 1 1 2 1 1 1 2 1 2 0
